Date,Predicted Comment Count
2022-09-27,177.2089385986328
2022-09-28,135.61651611328125
2022-09-29,123.40045166015625
2022-09-30,279.3373718261719
2022-10-01,332.8017272949219
2022-10-02,344.5850830078125
2022-10-03,426.25848388671875
2022-10-04,420.4879150390625
2022-10-05,312.33905029296875
2022-10-06,328.0790100097656
2022-10-07,292.8953857421875
2022-10-08,229.22555541992188
2022-10-09,268.7900695800781
2022-10-10,304.10430908203125
2022-10-11,274.4215393066406
2022-10-12,232.23046875
2022-10-13,217.1764678955078
2022-10-14,203.4895782470703
2022-10-15,198.82069396972656
2022-10-16,196.97244262695312
2022-10-17,239.7058868408203
2022-10-18,252.61558532714844
2022-10-19,227.46353149414062
2022-10-20,193.49546813964844
2022-10-21,192.5951690673828
2022-10-22,178.5399169921875
2022-10-23,242.69741821289062
2022-10-24,313.335205078125
2022-10-25,274.2707824707031
2022-10-26,236.96463012695312
2022-10-27,226.94387817382812
2022-10-28,206.2943115234375
2022-10-29,207.95596313476562
2022-10-30,233.25672912597656
2022-10-31,210.4339141845703
2022-11-01,219.6695098876953
2022-11-02,162.1421356201172
2022-11-03,152.99961853027344
2022-11-04,160.44219970703125
2022-11-05,150.43702697753906
2022-11-06,156.8168487548828
2022-11-07,196.11358642578125
2022-11-08,215.64686584472656
2022-11-09,159.7825469970703
2022-11-10,162.44554138183594
2022-11-11,163.4954376220703
2022-11-12,168.35064697265625
2022-11-13,188.89614868164062
2022-11-14,208.1958465576172
2022-11-15,205.29412841796875
2022-11-16,146.63705444335938
2022-11-17,141.8592987060547
2022-11-18,122.76029205322266
2022-11-19,156.55960083007812
2022-11-20,183.02122497558594
2022-11-21,188.78369140625
2022-11-22,198.74290466308594
2022-11-23,171.0707244873047
2022-11-24,159.16639709472656
2022-11-25,216.4940948486328
2022-11-26,235.78884887695312
2022-11-27,233.3921356201172
2022-11-28,254.68943786621094
2022-11-29,266.3743591308594
2022-11-30,200.37030029296875
2022-12-01,190.08303833007812
2022-12-02,168.9346923828125
2022-12-03,140.5918731689453
2022-12-04,155.82748413085938
2022-12-05,174.97207641601562
2022-12-06,178.03713989257812
2022-12-07,134.8757781982422
2022-12-08,130.8142852783203
2022-12-09,112.8197021484375
2022-12-10,132.99888610839844
2022-12-11,130.36575317382812
2022-12-12,155.0185546875
2022-12-13,160.5858154296875
2022-12-14,130.50270080566406
2022-12-15,102.13084411621094
2022-12-16,131.81784057617188
2022-12-17,138.4770050048828
2022-12-18,152.2949981689453
2022-12-19,162.71658325195312
2022-12-20,144.74855041503906
2022-12-21,137.66769409179688
2022-12-22,147.24444580078125
2022-12-23,155.37168884277344
2022-12-24,171.45718383789062
2022-12-25,205.90101623535156
2022-12-26,188.3026123046875
2022-12-27,219.66229248046875
2022-12-28,255.35861206054688
2022-12-29,268.9392395019531
2022-12-30,237.6424560546875
2022-12-31,260.9864807128906
2023-01-01,273.432373046875
2023-01-02,254.40078735351562
2023-01-03,217.94610595703125
2023-01-04,222.2689666748047
2023-01-05,219.6681671142578
2023-01-06,198.19520568847656
2023-01-07,246.62466430664062
2023-01-08,207.52871704101562
2023-01-09,230.49407958984375
2023-01-10,239.1434783935547
2023-01-11,164.10073852539062
2023-01-12,133.36981201171875
2023-01-13,136.51805114746094
2023-01-14,142.4476776123047
2023-01-15,149.1403350830078
2023-01-16,202.15390014648438
2023-01-17,252.3042449951172
2023-01-18,213.87277221679688
2023-01-19,171.08526611328125
2023-01-20,162.49618530273438
2023-01-21,156.10899353027344
2023-01-22,144.82647705078125
2023-01-23,197.67459106445312
2023-01-24,205.27902221679688
2023-01-25,165.80789184570312
2023-01-26,146.78187561035156
2023-01-27,155.93814086914062
2023-01-28,138.31423950195312
2023-01-29,140.35340881347656
2023-01-30,192.50547790527344
2023-01-31,199.02508544921875
2023-02-01,141.24072265625
2023-02-02,132.15464782714844
2023-02-03,150.82472229003906
2023-02-04,138.27992248535156
2023-02-05,137.26858520507812
2023-02-06,204.97666931152344
2023-02-07,206.9437713623047
2023-02-08,137.91073608398438
2023-02-09,154.89320373535156
2023-02-10,135.7425079345703
2023-02-11,124.1684341430664
2023-02-12,145.59246826171875
2023-02-13,214.07638549804688
2023-02-14,204.243408203125
2023-02-15,140.9322967529297
2023-02-16,120.19385528564453
2023-02-17,132.83494567871094
2023-02-18,133.00047302246094
2023-02-19,143.24656677246094
2023-02-20,178.28904724121094
2023-02-21,171.37210083007812
2023-02-22,155.1298828125
2023-02-23,139.20004272460938
2023-02-24,143.95228576660156
2023-02-25,142.55328369140625
2023-02-26,158.6678466796875
2023-02-27,181.01087951660156
2023-02-28,191.15557861328125
2023-03-01,147.54139709472656
2023-03-02,118.27220916748047
2023-03-03,100.57259368896484
2023-03-04,125.38504791259766
2023-03-05,148.01321411132812
2023-03-06,156.04119873046875
2023-03-07,168.45321655273438
2023-03-08,133.27732849121094
2023-03-09,126.15799713134766
2023-03-10,126.10347747802734
2023-03-11,124.51453399658203
2023-03-12,151.1999053955078
2023-03-13,195.4527130126953
2023-03-14,201.6073455810547
2023-03-15,152.29074096679688
2023-03-16,153.11642456054688
2023-03-17,146.36410522460938
2023-03-18,171.0886688232422
2023-03-19,182.56369018554688
2023-03-20,244.75033569335938
2023-03-21,222.10142517089844
2023-03-22,198.32125854492188
2023-03-23,190.82025146484375
2023-03-24,176.28094482421875
2023-03-25,161.12301635742188
2023-03-26,180.42160034179688
2023-03-27,223.9550323486328
2023-03-28,201.10491943359375
2023-03-29,161.2173614501953
2023-03-30,141.291748046875
2023-03-31,156.4463653564453
2023-04-01,168.9799041748047
2023-04-02,179.77029418945312
2023-04-03,189.15443420410156
2023-04-04,186.87083435058594
2023-04-05,172.73849487304688
2023-04-06,182.08770751953125
2023-04-07,173.00584411621094
2023-04-08,179.1367645263672
2023-04-09,201.97889709472656
2023-04-10,200.67160034179688
2023-04-11,178.1089630126953
2023-04-12,195.01487731933594
2023-04-13,196.85079956054688
2023-04-14,149.177978515625
2023-04-15,159.01295471191406
2023-04-16,163.95968627929688
2023-04-17,171.64794921875
2023-04-18,173.16250610351562
2023-04-19,144.84336853027344
2023-04-20,145.3614959716797
2023-04-21,131.197509765625
2023-04-22,145.5745849609375
2023-04-23,160.79051208496094
2023-04-24,187.49949645996094
2023-04-25,191.3538055419922
2023-04-26,159.04991149902344
2023-04-27,143.46165466308594
2023-04-28,128.1291046142578
2023-04-29,136.9880828857422
2023-04-30,146.26551818847656
2023-05-01,193.13475036621094
2023-05-02,215.08786010742188
2023-05-03,171.29347229003906
